59.37906,-139.72879
59.38894,-139.74863
59.39726,-139.76535
59.40356,-139.78110
59.41156,-139.80289
59.41371,-139.80892
59.41571,-139.81444
59.41776,-139.82396
59.42253,-139.87194
59.42706,-139.91510
59.42866,-139.93001
59.42998,-139.94298
59.43154,-139.95794
59.43261,-139.96876
59.43419,-139.98366
59.43498,-139.99126
59.43576,-139.99883
59.43693,-140.00935
59.43776,-140.01701
59.43851,-140.02441
59.43983,-140.03649
59.44111,-140.04819
59.44207,-140.05671
59.44384,-140.07228
59.44501,-140.08308
59.44874,-140.11521
59.53972,-140.98328
59.55944,-141.24993
59.56302,-141.30327
59.56403,-141.31747
59.56575,-141.34495
59.57010,-141.40367
59.57122,-141.41937
59.57185,-141.42789
59.57247,-141.43640
59.57446,-141.46301
59.57591,-141.48210
59.57684,-141.49382
59.57764,-141.50427
59.57822,-141.51183
59.57947,-141.52736
59.58009,-141.53586
59.58099,-141.54852
59.58192,-141.56672
59.58275,-141.58239
59.58390,-141.60393
59.58553,-141.62998
59.58738,-141.65787
59.58818,-141.66987
59.58913,-141.68499
59.59207,-141.73029
59.59326,-141.75062
59.59441,-141.77306
59.59533,-141.79120
59.59590,-141.80311
59.59685,-141.81925
59.59843,-141.84666
59.60336,-141.92660
59.60709,-142.00077
59.60784,-142.01678
59.60928,-142.05158
59.60994,-142.06432
59.61053,-142.07923
59.61135,-142.09841
59.61212,-142.11736
59.61277,-142.13320
59.61363,-142.15647
59.61439,-142.17474
59.61469,-142.18218
59.61528,-142.19858
59.61625,-142.22476
