59.23103,-139.40305
59.24428,-139.43001
59.36121,-139.66787
59.36762,-139.68131
59.37170,-139.68978
59.37579,-139.69831
59.37924,-139.70573
59.38208,-139.71201
59.38437,-139.71691
59.38748,-139.72376
59.39459,-139.73912
59.39711,-139.74462
59.39991,-139.75054
59.40247,-139.75621
59.40498,-139.76178
59.40758,-139.76732
59.41074,-139.77430
59.41246,-139.77797
59.41614,-139.78625
59.41871,-139.79198
59.42126,-139.79746
59.42343,-139.80171
59.42560,-139.80561
59.42758,-139.80880
59.42983,-139.81244
59.43203,-139.81619
59.43428,-139.82023
59.43650,-139.82402
59.43880,-139.82799
59.44070,-139.83132
59.44293,-139.83514
59.44543,-139.83965
59.44790,-139.84419
59.45110,-139.84982
59.45399,-139.85471
59.45638,-139.85845
59.45891,-139.86193
59.46213,-139.86631
59.46456,-139.86998
59.46693,-139.87382
59.46936,-139.87760
59.47252,-139.88236
59.47528,-139.88655
59.47773,-139.89031
59.48018,-139.89409
59.48264,-139.89771
59.48511,-139.90155
59.48782,-139.90563
59.49025,-139.90927
59.49272,-139.91288
59.49512,-139.91664
59.49762,-139.92030
59.49973,-139.92343
59.50212,-139.92705
59.50459,-139.93066
59.50700,-139.93435
59.50942,-139.93774
59.51197,-139.94126
59.51448,-139.94475
59.51690,-139.94833
59.51944,-139.95182
59.52164,-139.95461
59.52437,-139.95743
59.52671,-139.95969
59.52940,-139.96225
59.53200,-139.96357
59.53464,-139.96316
59.53704,-139.96228
59.53904,-139.96155
59.54035,-139.96106
59.54154,-139.96054
59.54360,-139.95963
59.54556,-139.95870
59.54760,-139.95760
59.54926,-139.95614
59.55073,-139.95373
59.55233,-139.95074
59.55366,-139.94819
59.55532,-139.94519
59.55702,-139.94197
59.55864,-139.93877
59.56007,-139.93586
59.56175,-139.93274
59.56333,-139.92946
59.56497,-139.92619
59.56668,-139.92293
59.56833,-139.91973
59.56978,-139.91687
59.57141,-139.91360
59.57304,-139.91045
59.57435,-139.90761
59.57596,-139.90442
59.57753,-139.90116
59.57928,-139.89750
59.58061,-139.89467
59.58219,-139.89148
59.58378,-139.88838
59.58531,-139.88503
59.58668,-139.88224
59.58821,-139.87910
59.58984,-139.87575
59.59137,-139.87262
59.59267,-139.86969
59.59401,-139.86614
59.59501,-139.86199
59.59552,-139.85801
59.59565,-139.85346
59.59521,-139.84922
59.59352,-139.84573
59.59179,-139.84367
59.58940,-139.84208
