59.29563,-141.81697
59.27703,-141.66483
59.24033,-141.40334
59.23831,-141.39462
59.23641,-141.38639
59.23315,-141.37235
59.22788,-141.34910
59.21025,-141.27083
59.20745,-141.25867
59.20119,-141.23150
59.18869,-141.17741
59.05561,-140.56605
59.04894,-140.53072
59.04653,-140.51784
59.04560,-140.51229
59.03915,-140.47512
59.03511,-140.45230
59.03432,-140.44791
59.02346,-140.38966
59.00937,-140.31857
58.98968,-140.22440
58.98525,-140.20409
58.95006,-140.02169
59.05920,-140.30971
59.09373,-140.50718
59.16810,-140.88610
59.18006,-140.95409
59.18341,-140.97366
59.22671,-141.27108
59.25427,-141.50166
59.27263,-141.65039
59.27412,-141.66116
59.28547,-141.74616
59.28618,-141.75170
59.29705,-141.83843
59.35138,-142.28546
59.35436,-142.30630
