58.80998,-140.26770
58.97833,-141.25869
59.01148,-141.45836
59.01378,-141.47297
59.02157,-141.52037
59.03159,-141.58290
59.05823,-141.74594
59.06186,-141.76872
59.06305,-141.77633
59.06455,-141.78538
59.06794,-141.80579
59.07991,-141.88100
59.09467,-141.97264
59.12117,-142.14011
59.13213,-142.20823
59.15823,-142.37078
59.17538,-142.47855
59.18109,-142.51638
59.19210,-142.61111
59.19122,-142.65985
59.19076,-142.66744
59.18925,-142.68047
59.18753,-142.69429
59.17829,-142.73694
59.20871,-142.79064
