59.01467,-139.57722
59.02109,-139.60200
59.02479,-139.61812
59.02613,-139.62391
59.03177,-139.64822
59.03307,-139.65356
59.03567,-139.66395
59.04139,-139.68884
59.04455,-139.70274
59.04598,-139.70904
59.04979,-139.72494
59.05315,-139.73882
59.05455,-139.74375
59.05657,-139.75237
59.05814,-139.75861
59.06100,-139.77028
59.06591,-139.79008
59.06748,-139.79633
59.07006,-139.80735
59.07258,-139.81777
59.07482,-139.82765
59.07602,-139.83248
59.07748,-139.83925
59.07954,-139.84813
59.08110,-139.85536
59.08364,-139.86648
59.08563,-139.87548
59.08807,-139.88571
59.08969,-139.89305
59.09095,-139.89841
59.09247,-139.90454
59.09370,-139.91029
59.09499,-139.91605
59.09637,-139.92157
59.09778,-139.92734
59.09902,-139.93313
59.10101,-139.94131
59.10304,-139.94941
59.10434,-139.95514
59.10712,-139.96634
59.10887,-139.97335
59.11014,-139.97886
59.11145,-139.98466
59.11279,-139.99039
59.11415,-139.99629
59.11653,-140.00613
59.11919,-140.01652
59.12133,-140.02558
59.12305,-140.03316
59.12482,-140.04059
59.12701,-140.04940
59.12928,-140.05921
59.13067,-140.06499
59.13220,-140.07165
59.13374,-140.07833
59.13566,-140.08579
59.13689,-140.09169
59.13824,-140.09755
59.14009,-140.10488
59.14154,-140.11150
59.14347,-140.12138
59.14524,-140.13027
59.14621,-140.13512
59.14736,-140.14080
59.14913,-140.15008
59.15051,-140.15666
59.15215,-140.16411
59.15382,-140.17224
59.15507,-140.17809
59.15579,-140.18402
59.15676,-140.19178
59.15754,-140.19779
59.15855,-140.20662
59.15944,-140.21256
59.16090,-140.22466
59.16170,-140.23145
59.16323,-140.24325
59.16402,-140.25091
59.16508,-140.25938
59.16597,-140.26608
59.16665,-140.27188
59.16806,-140.28291
59.16908,-140.29122
59.17073,-140.30372
59.17133,-140.30872
59.17218,-140.31538
59.17418,-140.33027
59.17508,-140.33696
59.17640,-140.34504
59.17722,-140.35082
59.17821,-140.35730
59.17908,-140.36421
59.17982,-140.36939
59.18153,-140.38130
59.18258,-140.38806
59.18371,-140.39533
59.18451,-140.40202
59.18552,-140.40762
59.18654,-140.41426
59.18781,-140.42186
59.18929,-140.43098
59.19035,-140.43691
59.19139,-140.44278
59.19249,-140.44853
59.19366,-140.45547
59.19507,-140.46294
59.19613,-140.46875
59.19784,-140.47816
59.19927,-140.48644
59.20120,-140.49759
59.20246,-140.50452
59.20376,-140.51223
59.20461,-140.51742
59.20571,-140.52319
59.20729,-140.53227
59.20910,-140.54218
59.21030,-140.54855
59.21171,-140.55673
59.21289,-140.56327
59.21415,-140.57084
59.21640,-140.58333
59.21766,-140.58995
59.21883,-140.59589
59.22001,-140.60168
59.22142,-140.60887
59.22281,-140.61544
59.22379,-140.62034
59.22515,-140.62677
59.22623,-140.63262
59.22801,-140.64092
59.22913,-140.64674
59.23090,-140.65496
59.23210,-140.66075
59.23396,-140.66992
59.23587,-140.67885
59.23725,-140.68549
59.23900,-140.69373
59.24030,-140.70046
59.24506,-140.72429
59.24646,-140.73195
59.24762,-140.73798
59.24984,-140.74964
59.25366,-140.76957
59.25531,-140.77888
59.25671,-140.78633
59.25949,-140.80108
59.26186,-140.81390
59.26523,-140.83172
59.26816,-140.84681
59.27180,-140.86475
59.27452,-140.87966
59.27736,-140.89447
59.27995,-140.90817
59.28264,-140.92281
59.28379,-140.92942
59.28793,-140.95159
59.28979,-140.96115
59.29269,-140.97633
59.29394,-140.98315
59.29591,-140.99369
59.30013,-141.01644
59.30204,-141.02601
59.30382,-141.03539
59.30703,-141.05216
59.30935,-141.06396
59.31287,-141.08109
59.31473,-141.08942
59.31707,-141.10138
59.31882,-141.11042
59.32104,-141.12126
59.32288,-141.13025
59.32479,-141.13923
59.32782,-141.15419
59.33034,-141.16639
59.33339,-141.18131
59.33884,-141.20852
59.34108,-141.21984
59.34287,-141.22855
59.34744,-141.25168
59.34894,-141.25967
59.35018,-141.26558
59.35114,-141.27087
59.35269,-141.27906
59.35462,-141.29003
59.35619,-141.29800
59.35814,-141.30863
59.35938,-141.31561
